Character,Dialogue,Setting,Season,Episode,Act,ImdbRating,Opening
Dan,But why is she in her pen?,Porch,2,1,5,8.3,
Wayne,"It's 'cause aggression's to be discouraged. It's like Cesar Millan says, exercise, discipline and affection, in that order.",Porch,2,1,5,8.3,
Daryl,I'd have a Bloody Caesar.,Porch,2,1,5,8.3,
Wayne,"Do you wanna know what? I'd have a Caesar, too.",Porch,2,1,5,8.3,
Dan,I could have a Caesar if you guys are havin' Caesars.,Porch,2,1,5,8.3,
Daryl,Hard to see a Caesar and not want a Caesar.,Porch,2,1,5,8.3,
Wayne,That's actually how they market Caesars.,Porch,2,1,5,8.3,
Dan,You should call up Gail over at her Bed and Biscuits. I bet ya she's got some studs for Stormy.,Porch,2,1,5,8.3,
Wayne,"Well, better to let the dust settle on Modean's burn-down before I bug her.",Porch,2,1,5,8.3,
Daryl,We need a new bar in this town.,Porch,2,1,5,8.3,
Dan,But why's Stormy trying to kill all her studs?,Porch,2,1,5,8.3,
Daryl,"Cause they're sayin' the wrong things, likely, just like humans. First line better be a winner. First impression's a lasting one.",Porch,2,1,5,8.3,
Dan,Like what?,Porch,2,1,5,8.3,
Daryl,"Well, to be honest, I've taken to breaking the ice with the lyrics from '90s pop songs.",Porch,2,1,5,8.3,
Daryl,"The words are penetrating because she's likely heard 'em before, but she likely won't realize it when they're spoken rather than sung with musical accompaniment.",Porch,2,1,5,8.3,
Wayne,Five bucks says you cannot successfully sell me on this.,Porch,2,1,5,8.3,
Daryl,"Hey, girl, give me your heart. Make it real or else forget about it.",Porch,2,1,5,8.3,
Dan,That's Rob Thomas and Carlos Santanas.,Porch,2,1,5,8.3,
Wayne,K.,Porch,2,1,5,8.3,
Daryl,"Hey, girl. I wanna stand with you on a mountain and I wanna bathe with you in the sea.",Porch,2,1,5,8.3,
Dan,Savage Gardens.,Porch,2,1,5,8.3,
Wayne,Uh-oh.,Porch,2,1,5,8.3,
Daryl,"Hey, girl, I swear by the moon, the stars in the sky, I'll be there.",Porch,2,1,5,8.3,
Dan,All-4-Ones.,Porch,2,1,5,8.3,
Wayne,"Well, fuck a duck.",Porch,2,1,5,8.3,
Action,(KATY OPENS DOOR TO WALK OUT ONTO PORCH),Porch,2,1,5,8.3,
Daryl,"Hey, girl, I'll make love to you like you want me to, then I'll hold you tight, baby all through the night.",Porch,2,1,5,8.3,
Katy,"Are you talking to me, you fuckin' greaser? You don't talk to me like that, you fuckin' pud. Argh! I'll beat the shit outta you.",Porch,2,1,5,8.3,
Daryl,Ah! Don't! ,Porch,2,1,5,8.3,
Dan,"You're real good at beatin' up Dary and that's what I appreciates about you, Katy.",Porch,2,1,5,8.3,
Katy,"Oh, is that what you appreciate about me? ",Porch,2,1,5,8.3,
Wayne,"I'll stake 20 to 25% off her over there, Squirrely Dan.",Porch,2,1,5,8.3,
Setting,(SKIDS IN BASEMENT),SkidsBasement,2,1,6,8.3,
Action,(SKIDS PLAYING VIDEO GAMES),SkidsBasement,2,1,6,8.3,
Action,(STEWART WITH ARMS AROUND KATY),SkidsBasement,2,1,6,8.3,
Katy,"Hey, Roald, uh, I bet you have a name for your bong.",SkidsBasement,2,1,6,8.3,
Roald,Samwise Ganja.,SkidsBasement,2,1,6,8.3,
Katy,Cool.,SkidsBasement,2,1,6,8.3,
Roald,Formerly known as Paul Tokenfold.,SkidsBasement,2,1,6,8.3,
Katy,Awesome.,SkidsBasement,2,1,6,8.3,
Roald,Formerly known as Air Bud.,SkidsBasement,2,1,6,8.3,
Katy,"Hey, maybe your next one can be called Air Bud 2: Golden Receiver.",SkidsBasement,2,1,6,8.3,
Stewart,"All right, guys, we're outty. Peace.",SkidsBasement,2,1,6,8.3,
Devon,Peace.,SkidsBasement,2,1,6,8.3,
Action,(ROALD SNORTS),SkidsBasement,2,1,6,8.3,
Katy,"Bye, guys.",SkidsBasement,2,1,6,8.3,
Devon,"Bye, Stewart, not Katy.",SkidsBasement,2,1,6,8.3,
Action,(ROALD SNORTS),SkidsBasement,2,1,6,8.3,
Katy,I'll be in the car.,SkidsBasement,2,1,6,8.3,
Stewart,"Cool, baby.",SkidsBasement,2,1,6,8.3,
Stewart,"Devon, you may elaborate on your entanglement. And, Roald, your exasperation.",SkidsBasement,2,1,6,8.3,
Devon,"Cool, babe.",SkidsBasement,2,1,6,8.3,
Stewart,Speak!,SkidsBasement,2,1,6,8.3,
Action,(DEVON AND ROALD JUMP UP TO ATTENTION),SkidsBasement,2,1,6,8.3,
Devon,"My entanglement is that when that came along, that started happening.",SkidsBasement,2,1,6,8.3,
Roald,"Seriously, Stewart what are you even wearing? It's so gay.",SkidsBasement,2,1,6,8.3,
Stewart,But you're gay.,SkidsBasement,2,1,6,8.3,
Roald,"So what? He's a homophobe now, too.",SkidsBasement,2,1,6,8.3,
Stewart,No!,SkidsBasement,2,1,6,8.3,
Roald,"Yes! I was born this way, Stewart!",SkidsBasement,2,1,6,8.3,
Devon,We don't even know where you are half the time.,SkidsBasement,2,1,6,8.3,
Stewart,We're going to the Weeknd show.,SkidsBasement,2,1,6,8.3,
Devon,It's Tuesday.,SkidsBasement,2,1,6,8.3,
Stewart,"No, The Weeknd is here.",SkidsBasement,2,1,6,8.3,
Devon,"In three days, yeah.",SkidsBasement,2,1,6,8.3,
Stewart,"No, I mean The Weeknd is here today.",SkidsBasement,2,1,6,8.3,
Devon,"No, it isn't.",SkidsBasement,2,1,6,8.3,
Stewart,"Yes, he is.",SkidsBasement,2,1,6,8.3,
Devon,"Who is ""he""?",SkidsBasement,2,1,6,8.3,
Stewart,The Weeknd.,SkidsBasement,2,1,6,8.3,
Devon,Wow! Slightly sexist statement to say Saturday and Sunday are the masculine ones.,SkidsBasement,2,1,6,8.3,
Roald,"He's a misogynist now, too!",SkidsBasement,2,1,6,8.3,
Stewart,No. ,SkidsBasement,2,1,6,8.3,
Roald,Yes! ,SkidsBasement,2,1,6,8.3,
Stewart,I mean we are going to see The Weeknd perform.,SkidsBasement,2,1,6,8.3,
Devon,"She's got you totally brainwashed, man. You don't even know what day it is.",SkidsBasement,2,1,6,8.3,
Roald,"I was born this way, Stewart!",SkidsBasement,2,1,6,8.3,
Action,(STEWART STABS DEVON WITH EPIPEN),SkidsBasement,2,1,6,8.3,
Devon,No!,SkidsBasement,2,1,6,8.3,
Action,(ROALD STABS STEWARD WITH EPIPEN),SkidsBasement,2,1,6,8.3,
Stewart,Pain is good!,SkidsBasement,2,1,6,8.3,
Action,(STEWART STABS ROALD WITH EPIPEN),SkidsBasement,2,1,6,8.3,
Action,(ROALD SHRIEKS),SkidsBasement,2,1,6,8.3,
Devon,Taste 3 mills.,SkidsBasement,2,1,6,8.3,
Action,(DEVON STABS STEWARD WITH EPIPEN),SkidsBasement,2,1,6,8.3,
Stewart,Ow!,SkidsBasement,2,1,6,8.3,
Stewart,"If any bees come in here, we are so fucked!",SkidsBasement,2,1,6,8.3,
Devon,"Don't open those penaut M&Ms, Connor",SkidsBasement,2,1,6,8.3,
Setting,(AT THE AG HALL),AgHall,2,1,7,8.3,
McMurray,"Well, uh, Jimmy Dickskin",AgHall,2,1,7,8.3,
JimDickens,Dickens,AgHall,2,1,7,8.3,
McMurray,"Dickskin, that's what I said. You motioned for an emergency meeting and that's why we're all here.",AgHall,2,1,7,8.3,
MrsMcMurray,"Goddamn Dickskin's cuttin' into my gin and tonic time, that's all I know.",AgHall,2,1,7,8.3,
JimDickens,Dickens!,AgHall,2,1,7,8.3,
MrsMcMurray,"That's what I said, Dickskin.",AgHall,2,1,7,8.3,
McMurray,"All right, well, Dickskin, you can have the floor.",AgHall,2,1,7,8.3,
MrsMcMurray,Dickskin.,AgHall,2,1,7,8.3,
McMurray,"After, of course, we explore the several Agricultural Hall related issues that I have detected within the last 24 hours.",AgHall,2,1,7,8.3,
Wayne,Pick one!,AgHall,2,1,7,8.3,
McMurray,"Well, as I've mentioned, there are several so we will begin with one of them.",AgHall,2,1,7,8.3,
Wayne,"Well, don't bore us, get to the chorus.",AgHall,2,1,7,8.3,
McMurray,"Wayne, you're uh, acting fairly curt.",AgHall,2,1,7,8.3,
Wayne,I'll be fuckin' Courtney if it gets us through this before Christmas.,AgHall,2,1,7,8.3,
JimDickens,I motion Wayne assume the title of President of the Ag Hall effective immediately.,AgHall,2,1,7,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHall,2,1,7,8.3,
JimDickens,"All those in favor, gonna need one vote. Do we have one vote? Are we lookin' at one? One over here, now we're gonna need two.",AgHall,2,1,7,8.3,
JimDickens,"Two down, we got two. Lookin' at three for Wayne for president and we'll get it over there. Now gonna get four, gonna get four over here.",AgHall,2,1,7,8.3,
JimDickens,"Now we're gonna have four over here for Wayne for President. Can we get five? What've we got, five? Five over here now! We're getting into six.",AgHall,2,1,7,8.3,
JimDickens,"Six over here, feels good over here, now we're lookin' at seven. Seven over here now, can I get an eight? Eight now, can we get any more here?",AgHall,2,1,7,8.3,
MrsMcMurray,You shit.,AgHall,2,1,7,8.3,
JimDickens,"No nine, that's all right, for my friend Wayne. Celebrate good times. Baby get along. Sold! ",AgHall,2,1,7,8.3,
McMurray,This is a fuckin' outrage. You're out of order! This It wasn't It wasn't motioned.,AgHall,2,1,7,8.3,
Action,(JIM DICKENS TAKES GAVEL AND HANDS IT TO WAYNE),AgHall,2,1,7,8.3,
McMurray,That's not the right way. There wasn't a motion.,AgHall,2,1,7,8.3,
McMurray,"Well, you're about to find out how hard this job really is. You're in the hot seat now, big boy.",AgHall,2,1,7,8.3,
McMurray,It is fuckin' pipin' hot.,AgHall,2,1,7,8.3,
MrsMcMurray,Like 1500 goddamn watts.,AgHall,2,1,7,8.3,
MrsMcMurray,"I love you, so much.",AgHall,2,1,7,8.3,
Wayne,Anything pressing? Back to chorin'.,AgHall,2,1,7,8.3,
Action,(WAYNE BANGS GAVEL),AgHall,2,1,7,8.3,
Setting,(IN HOCKEY DRESSING ROOM),HockeyLockerRoom,2,1,8,8.3,
Reilly,"Gotta break the ice here, boys.",HockeyLockerRoom,2,1,8,8.3,
Jonesy,"We gotta get the ball rolling, bro.",HockeyLockerRoom,2,1,8,8.3,
Reilly,First impression's gotta be a good one.,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"First impression's a lasting one, buddy.",HockeyLockerRoom,2,1,8,8.3,
Reilly,You thinking what I'm thinking?,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Great minds think alike, buddy.",HockeyLockerRoom,2,1,8,8.3,
Reilly,You boys wanna go wheel some snipes after praccy?,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Wheel snipe celly, boys.",HockeyLockerRoom,2,1,8,8.3,
Reilly,"Dirty fuckin' dangles, boys.",HockeyLockerRoom,2,1,8,8.3,
Barts,"I'm married, you little bitch. Yorkie?",HockeyLockerRoom,2,1,8,8.3,
Yorkie,Happily married. Scholtzy?,HockeyLockerRoom,2,1,8,8.3,
Scholtzy,"I love my wife, pussy! Fisky?",HockeyLockerRoom,2,1,8,8.3,
Fisky,"I'd fallen in with the wrong crowd, went down a dark path. My wife saved me. Boomtown?",HockeyLockerRoom,2,1,8,8.3,
Boomtown,I love my wife like I love doing legs.,HockeyLockerRoom,2,1,8,8.3,
Reilly,K.,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Alright, uh.",HockeyLockerRoom,2,1,8,8.3,
Reilly,Um You guys wanna grab some sandos after praccy? ,HockeyLockerRoom,2,1,8,8.3,
Jonesy,Crush some appies?,HockeyLockerRoom,2,1,8,8.3,
Barts,"I'm gluten-free, you little bitch. Yorkie?",HockeyLockerRoom,2,1,8,8.3,
Yorkie,Fuck gluten. Scholtzy?,HockeyLockerRoom,2,1,8,8.3,
Scholtzy,"Gluten gives me gravy pants, pussy. Fisky?",HockeyLockerRoom,2,1,8,8.3,
Fisky,"Gluten-free, dairy-free, gaseous intestinal by-product-free. Boomtown?",HockeyLockerRoom,2,1,8,8.3,
Boomtown,I love gluten-free living like I love my wife.,HockeyLockerRoom,2,1,8,8.3,
Reilly,Ok.,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Um, yeah.",HockeyLockerRoom,2,1,8,8.3,
Reilly,What What do you guys like to do?,HockeyLockerRoom,2,1,8,8.3,
Barts,"Winning, you little bitch. Yorkie?",HockeyLockerRoom,2,1,8,8.3,
Yorkie,Love winning. Scholtzy?,HockeyLockerRoom,2,1,8,8.3,
Scholtzy,"Winning red ribbons, pussy. Fisky?",HockeyLockerRoom,2,1,8,8.3,
Fisky,"Winning hardware, winning gold. Boomtown?",HockeyLockerRoom,2,1,8,8.3,
Boomtown,I love winning like I love gluten-free livin'.,HockeyLockerRoom,2,1,8,8.3,
Reilly,"Okay, we really need to pull out the big guns on this one here, buddy.",HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Dig deep. Bear down, buddy, OK?",HockeyLockerRoom,2,1,8,8.3,
Reilly,Have you boys ever heard of dinker-ball?,HockeyLockerRoom,2,1,8,8.3,
Jonesy,"How about a round of dinker-ball, boys?",HockeyLockerRoom,2,1,8,8.3,
Barts,Dinker-ball?,HockeyLockerRoom,2,1,8,8.3,
Reilly,"OK, I got this.",HockeyLockerRoom,2,1,8,8.3,
Jonesy,"OK … you see, you grab your dink or your ball. You scrunch it up in your hand and then someone has to guess whether it's a dink or a ball.",HockeyLockerRoom,2,1,8,8.3,
Reilly,Dink or ball?,HockeyLockerRoom,2,1,8,8.3,
Yorkie,"You fuckin' serious right now? We don't want to see your junk, Schmelt.",HockeyLockerRoom,2,1,8,8.3,
Barts,"Put your junk away, Schmelt.",HockeyLockerRoom,2,1,8,8.3,
Jonesy,"Uh, Schmelt? ",HockeyLockerRoom,2,1,8,8.3,
Reilly,What's Schmelt?,HockeyLockerRoom,2,1,8,8.3,
Barts,"So the schmelts want to play games, Yorkie.",HockeyLockerRoom,2,1,8,8.3,
Yorkie,"Yeah, I think we got a game for the schmelts, Barts.",HockeyLockerRoom,2,1,8,8.3,
Barts,"You like games, right?",HockeyLockerRoom,2,1,8,8.3,
Jonesy,Sure.,HockeyLockerRoom,2,1,8,8.3,
Action,(DOOR CLOSES),SkidsBasement,2,1,9,8.3,
Setting,(SKIDS IN BASEMENT),SkidsBasement,2,1,9,8.3,
Action,(STEWART ENTERS BASEMENT),SkidsBasement,2,1,9,8.3,
Devon,You're out.,SkidsBasement,2,1,9,8.3,
Stewart,Out of what?,SkidsBasement,2,1,9,8.3,
Devon,This.,SkidsBasement,2,1,9,8.3,
Stewart,What's this?,SkidsBasement,2,1,9,8.3,
Devon,This is not your crew anymore. This is not your life anymore. This is not the weekend.,SkidsBasement,2,1,9,8.3,
Roald,It's Tuesday.,SkidsBasement,2,1,9,8.3,
Devon,This is not your basement anymore. This is my basement now. And you are not welcome.,SkidsBasement,2,1,9,8.3,
Action,(DEVON HOLDS UP EPIPEN),SkidsBasement,2,1,9,8.3,
Stewart,Are those loaded? ,SkidsBasement,2,1,9,8.3,
Devon,Only one way to find out.,SkidsBasement,2,1,9,8.3,
Stewart,The great playwright Anton Chekhov invented the principle of Chekhov's Gun. What is the principle of Chekhov's Gun?,SkidsBasement,2,1,9,8.3,
Devon,"Ha! If in the first act you say a gun is in the room, then in the second act, it must absolutely go off.",SkidsBasement,2,1,9,8.3,
Stewart,"In other words, if you're gonna bring heat, you better use it.",SkidsBasement,2,1,9,8.3,
Devon,"I'm preheated to 375, ready to go to 425, big boy. Blast off, Major Dongfucker.",SkidsBasement,2,1,9,8.3,
Action,(STEWART LEAVES THE BASEMENT),SkidsBasement,2,1,9,8.3,
Setting,(IN HOCKEY DRESSING ROOM),HockeyLockerRoom,2,1,10,8.3,
Yorkie,"You schmelts ever played Duck, Duck, Goose?",HockeyLockerRoom,2,1,10,8.3,
Reilly,"Yeah, with the four-to six-year-old group we had at hockey summer camp.",HockeyLockerRoom,2,1,10,8.3,
Jonesy,"What are we, four-to six-year-olds, boys?",HockeyLockerRoom,2,1,10,8.3,
Reilly,I guess you're four-to six-year-olds.,HockeyLockerRoom,2,1,10,8.3,
Yorkie,You schmelts ready? Close your eyes.,HockeyLockerRoom,2,1,10,8.3,
Barts,"Duck, duck, duck, duck, goose.",HockeyLockerRoom,2,1,10,8.3,
Yorkie,"Duck, duck, duck, duck, goose.",HockeyLockerRoom,2,1,10,8.3,
Action,(BARTS AND YORKIE TAP REILLY AND JONESY),HockeyLockerRoom,2,1,10,8.3,
Action,(JONESY AND REILLY STAND UP),HockeyLockerRoom,2,1,10,8.3,
Action,(BARTS AND YORKIE PULL DOWN PANTS AND FART IN REILLY AND JONESY'S FACES),HockeyLockerRoom,2,1,10,8.3,
Barts,"Schmelts are gongshows, boys.",HockeyLockerRoom,2,1,10,8.3,
Yorkie,Schmelts are gongers.,HockeyLockerRoom,2,1,10,8.3,
Barts,"This is better than doing legs, you little bitch. Yorkie?",HockeyLockerRoom,2,1,10,8.3,
Yorkie,Let's do legs right now. Scholtzy?,HockeyLockerRoom,2,1,10,8.3,
Scholtzy,"I love doing legs, pussy. Fisky?",HockeyLockerRoom,2,1,10,8.3,
Fisky,"Stairs. Works calves, quads, glutes. Boomtown?",HockeyLockerRoom,2,1,10,8.3,
Boomtown,I love doing stairs like I love winning. Let's do this boys!,HockeyLockerRoom,2,1,10,8.3,
Reilly,"How many games in this season, buddy?",HockeyLockerRoom,2,1,10,8.3,
Jonesy,"42, buddy.",HockeyLockerRoom,2,1,10,8.3,
Reilly,Do you have any baby wipes?,HockeyLockerRoom,2,1,10,8.3,
Jonesy,"I don't, buddy.",HockeyLockerRoom,2,1,10,8.3,
Setting,(THE HICKS AT THE PRODUCE STAND),ProduceStand,2,1,11,8.3,
Action,(STEWART SHOWS UP AT STAND WITH BAG IN HAND),ProduceStand,2,1,11,8.3,
Stewart,There's been An uprising.,ProduceStand,2,1,11,8.3,
Wayne,K.,ProduceStand,2,1,11,8.3,
Stewart,I'm homeless.,ProduceStand,2,1,11,8.3,
Wayne,K.,ProduceStand,2,1,11,8.3,
Katy,Wayne.,ProduceStand,2,1,11,8.3,
Wayne,Hard no.,ProduceStand,2,1,11,8.3,
Katy,"If a man asks you for help, you help him.",ProduceStand,2,1,11,8.3,
Wayne,"You're gonna work the ground game, then, huh, Katy?",ProduceStand,2,1,11,8.3,
Stewart,If you asked me for help I would help you.,ProduceStand,2,1,11,8.3,
Wayne,"Oh, look, they're comin' land, sea and air now.",ProduceStand,2,1,11,8.3,
Katy,You can stay here.,ProduceStand,2,1,11,8.3,
Stewart,Wondrous!,ProduceStand,2,1,11,8.3,
Katy,For a couple of days.,ProduceStand,2,1,11,8.3,
Stewart,Favorable.,ProduceStand,2,1,11,8.3,
Katy,"That's 48 hours, max.",ProduceStand,2,1,11,8.3,
Stewart,Satisfactory.,ProduceStand,2,1,11,8.3,
Katy,We'll put your shit in the spare bedroom. Come on.,ProduceStand,2,1,11,8.3,
Action,(TYSON PULLS UP IN A SPORTS CAR),ProduceStand,2,1,11,8.3,
Wayne,Hold it! End of the laneway. Don't come on the property.,ProduceStand,2,1,11,8.3,
Tyson,Rematch?,ProduceStand,2,1,11,8.3,
Wayne,K.,ProduceStand,2,1,11,8.3,
Tyson,Knocked you out. Can't believe you got back up.,ProduceStand,2,1,11,8.3,
Dan,"You come here to throw fists or flap lips there, big shooter?",ProduceStand,2,1,11,8.3,
Daryl,You suckered him.,ProduceStand,2,1,11,8.3,
Tyson,Still knocked him the fuck out.,ProduceStand,2,1,11,8.3,
Daryl,Then he got back up and knocked you out.,ProduceStand,2,1,11,8.3,
Tyson,So rubber match then.,ProduceStand,2,1,11,8.3,
Daryl,We already established that.,ProduceStand,2,1,11,8.3,
Dan,Unless you wanna do some more talking.,ProduceStand,2,1,11,8.3,
Daryl,Good amount of chin-wagging goin' on over there.,ProduceStand,2,1,11,8.3,
Tyson,"All right, I suckered you. So we shake hands, clear the air, then we square off.",ProduceStand,2,1,11,8.3,
Wayne,Good enough.,ProduceStand,2,1,11,8.3,
Music,(MUSIC PLAYS),ProduceStand,2,1,11,8.3,
Action,(WAYNE STANDS UP AND TOSSES CIGARETTE),ProduceStand,2,1,11,8.3,
Action,(WAYNE HEADBUTTS TYSON AND IMMEDIATELY KNOCKS HIM OUT),ProduceStand,2,1,11,8.3,
Wayne,"You're fuckin' 10-play, bud. ",ProduceStand,2,1,11,8.3,
Setting,(INTRO WITH WAYNE IN BARN),,3,4,1,8.7,
Wayne,You're packing up for a fishin' trip with your pals the other day.,Barn,3,4,1,8.7,
Dan,I loves fishin' in Kwee-bec.,Kitchen,3,4,1,8.7,
Katy,Who doesn't love fishing in Kay-bec?,Kitchen,3,4,1,8.7,
Wayne, Great fishin' in Kyu-bec.,Kitchen,3,4,1,8.7,
Daryl,I fucking hate Quebec.,Kitchen,3,4,1,8.7,
Wayne,This guy's fuckin' Puppers.,Kitchen,3,4,1,8.7,
Katy,"Oh, I'm havin' flash snacks.",Kitchen,3,4,1,8.7,
Daryl,To what?,Kitchen,3,4,1,8.7,
Katy,"The last time we went fishing. On the ride home, I had to sit in between a family size of Salt'n Vinnies and a party pack of Dill Picklers.",Kitchen,3,4,1,8.7,
Dan,"Admittedly, last time, things got a little out of whack, when it comes to the snacks.",Kitchen,3,4,1,8.7,
Daryl,"We deserve the flak, but now we're back on track.",Kitchen,3,4,1,8.7,
Dan,We have a new plan of attack. Everything we pack has to fit in this sack.,Kitchen,3,4,1,8.7,
Daryl,"We made a snack pact. All these have to start with the letter ""C,"" in fact.",Kitchen,3,4,1,8.7,
Katy,"A, stop rhyming. B, why ""C""?",Kitchen,3,4,1,8.7,
Dan,"Well, we trieds ""A.""",Kitchen,3,4,1,8.7,
Daryl,Apples,Kitchen,3,4,1,8.7,
Dan,"And we trieds ""B.""",Kitchen,3,4,1,8.7,
Daryl,Bananas,Kitchen,3,4,1,8.7,
Dan,"But ""C"" gave us many choice options.",Kitchen,3,4,1,8.7,
Daryl,"Cookies, crackers, cheese, chocolates. ",Kitchen,3,4,1,8.7,
Dan,"See? And then we're onto ""D"" and so forth.",Kitchen,3,4,1,8.7,
Katy,"Mmm, love the D.",Kitchen,3,4,1,8.7,
Wayne,Pardon?,Kitchen,3,4,1,8.7,
Katy,Why does jerky get to come?,Kitchen,3,4,1,8.7,
Daryl,It's Caribou jerky.,Kitchen,3,4,1,8.7,
Katy,What about the nuts?,Kitchen,3,4,1,8.7,
Dan,Corn nuts.,Kitchen,3,4,1,8.7,
Katy,And the beer?,Kitchen,3,4,1,8.7,
Dan,Cold beer.,Kitchen,3,4,1,8.7,
Daryl,Cold beer.,Kitchen,3,4,1,8.7,
Wayne,There's too much choice in the world.,Kitchen,3,4,1,8.7,
Daryl,"How do you fig, Newton?",Kitchen,3,4,1,8.7,
Wayne,"Well, look at toothpaste. It used to be just Colgate or Crest. Now there's like 20 kinds of each.",Kitchen,3,4,1,8.7,
Daryl,Whitening.,Kitchen,3,4,1,8.7,
Dan,Brightening.,Kitchen,3,4,1,8.7,
Katy,Enlightening.,Kitchen,3,4,1,8.7,
Wayne,Goddamn right'ning. It's goddamn frightening.,Kitchen,3,4,1,8.7,
Katy,"Nice work, double D's.",Kitchen,3,4,1,8.7,
Daryl,"Oh, speaking of double D's, Mrs. McMurray went to the casino with her pals the other night, so McMurray and I went to the rippers.",Kitchen,3,4,1,8.7,
Wayne,"When the cat's away, the mice will play.",Kitchen,3,4,1,8.7,
Katy,Where was my invite?,Kitchen,3,4,1,8.7,
Daryl,"Get this, one of the stripper's names …",Kitchen,3,4,1,8.7,
Wayne,Tell us on the road! Let's go fishin'!,Kitchen,3,4,1,8.7,
Dan,I loves fishin' in Kwee-bec.,Kitchen,3,4,1,8.7,
Katy,Who doesn't love fishing in Kay-bec?,Kitchen,3,4,1,8.7,
Setting,(WAYNE AND DARYL IN THE BARN WITH STORMY THE DOG),,3,4,1,8.7,
Wayne,Great fishin' in Kyu-bec.,Barn,3,4,1,8.7,
Daryl,I fuckin' hate Quebec.,Barn,3,4,1,8.7,
Wayne,Get this guy a fuckin' Puppers.,Barn,3,4,1,8.7,
Wayne,I'll get myself a Puppers.,Barn,3,4,1,8.7,
LetterkennyLogo,(THEME MUSIC PLAYS),,3,4,2,8.7,
Setting,(OUTSIDE IN THE COLD ON THE SIDE OF THE ROAD),SideOfRoad,3,4,2,8.7,
Action,(ALL 3 OF THE HICKS MEN ARE PEEING ON SIDE OF ROAD),SideOfRoad,3,4,2,8.7,
Action,(DARYL SPITS),SideOfRoad,3,4,2,8.7,
Katy,It's nice to have a break from you guys naming your own burps.,SideOfRoad,3,4,2,8.7,
Dan,"On the way homes, we'll be spelling our own farts.",SideOfRoad,3,4,2,8.7,
Wayne,"Hey, you pretty near need consonants for that. I's and T's, and some P's. That's maybe smart.",SideOfRoad,3,4,2,8.7,
Daryl,"Anywho, about the rippers …",SideOfRoad,3,4,2,8.7,
Wayne,"Oh, tell us when you get there. There's lots of time for telling stories when you go fishin'.",SideOfRoad,3,4,2,8.7,
Dan,I loves goin' fishings in Kwee-bec.,SideOfRoad,3,4,2,8.7,
Katy,Who doesn't love fishing in Kay-bec?,SideOfRoad,3,4,2,8.7,
Wayne,It's great fishin' in Kyu-bec.,SideOfRoad,3,4,2,8.7,
Daryl,I fuckin' hate Quebec.,SideOfRoad,3,4,2,8.7,
Wayne,Get this guy a fuckin' Puppers.,SideOfRoad,3,4,2,8.7,
Daryl,"And everybody else in it, too.",SideOfRoad,3,4,2,8.7,
Katy,"What's the problem, poopy-pants?",SideOfRoad,3,4,2,8.7,
Daryl,"Well, for one thing, you can never tell what the hell they're sayin' half the time, that's for one thing.",SideOfRoad,3,4,2,8.7,
Wayne,"Ignorance is bliss, bud.",SideOfRoad,3,4,2,8.7,
Dan,"Yeah, they should figures it out.",SideOfRoad,3,4,2,8.7,
Katy,Maybe you should figure it out.,SideOfRoad,3,4,2,8.7,
Daryl,"Okay, you try to name me one good guy that's a French guy. You try to name it. Go ahead and try.",SideOfRoad,3,4,2,8.7,
Wayne,I bet Corey Hart's a pretty good guy.,SideOfRoad,3,4,2,8.7,
Katy,I'm not sure that he's a French guy.,SideOfRoad,3,4,2,8.7,
Dan,You'd trust somebody's who wears sunglasses at night?,SideOfRoad,3,4,2,8.7,
Daryl,Name me another French guy that's a good guy. Go ahead and try.,SideOfRoad,3,4,2,8.7,
Dan,"Well, what's about that guy from the alien show?",SideOfRoad,3,4,2,8.7,
Katy,3rd Rock from the Sun?,SideOfRoad,3,4,2,8.7,
Dan,That's the one.,SideOfRoad,3,4,2,8.7,
Katy,John Lithgow?,SideOfRoad,3,4,2,8.7,
Dan,Nope.,SideOfRoad,3,4,2,8.7,
Katy,French Stewart?,SideOfRoad,3,4,2,8.7,
Dan,"Yeah, that's the one.",SideOfRoad,3,4,2,8.7,
Katy,He's not French.,SideOfRoad,3,4,2,8.7,
Dan,"Well, his name is French.",SideOfRoad,3,4,2,8.7,
Wayne,That guy squints too much.,SideOfRoad,3,4,2,8.7,
Daryl,"Well, they can take a walk, the whole lot of 'em.",SideOfRoad,3,4,2,8.7,
Katy,"Darry, I think there's something much deeper at play here.",SideOfRoad,3,4,2,8.7,
Wayne,Can confirm.,SideOfRoad,3,4,2,8.7,
Katy,What's the story?,SideOfRoad,3,4,2,8.7,
Daryl,"All right, well, so this one time …",SideOfRoad,3,4,2,8.7,
Wayne,"Oh, tell us when we get there. There's lots of time for tellin' stories when you're goin' fishin'.",SideOfRoad,3,4,2,8.7,
Action,(THE HICKS ZIP UP AND GET BACK INTO TRUCK),,3,4,3,8.7,
Action,(THE HICKS DRIVE BY BIENVENUE AU QUEBEC SIGN ON A SNOW-COVERED ROAD),,3,4,3,8.7,
Music,(French music plays in background),,3,4,3,8.7,
